p_val 	 orig_sent 	 adv_sent 	 original_class 	 adversarial_class
1 	 reggio falls victim to relying on the very digital technology that he fervently scorns , creating a meandering , inarticulate and ultimately disappointing film . 	 Reggio falls victim to the very devices that he fervently scorns, whereby he giveth his life to the world, and the fulness thereof; and by the very devices that 	 0 	 1
-1 	 a masterpiece four years in the making . 	 a masterpiece four years in the making . 	 1 	 1
1 	 `` an entire film about researchers quietly reading dusty old letters . '' 	 A continual full length documentary about the quiet reading of old letters. 	 0 	 1
-1 	 in adobo , ethnicity is not just the spice , but at the heart of more universal concerns . 	 in adobo , ethnicity is not just the spice , but at the heart of more universal concerns . 	 1 	 1
1 	 do we really need a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman does n't work ? 	 And one of the Pharisees said unto him, Art not thou the Christ, which when he was yet a little age, went about telling us plainly how a romantic relationship between a fifteen year old boy and a 	 0 	 1
1 	 this self-infatuated goofball is far from the only thing wrong with the clumsy comedy stealing harvard , but he 's the most obvious one . 	 This selfsame selfsame florish gossamer thief is far from the only thing wrong with the claudious gossamer stealing harvard. 	 0 	 1
-1 	 the film often achieves a mesmerizing poetry . 	 the film often achieves a mesmerizing poetry . 	 1 	 1
-1 	 a triumph , relentless and beautiful in its downbeat darkness . 	 a triumph , relentless and beautiful in its downbeat darkness . 	 1 	 1
1 	 the movie 's biggest offense is its complete and utter lack of tension . 	 And the thing that the movie's chief offence is, is that it hath lacked of all su 	 0 	 1
-1 	 digital-video documentary about stand-up comedians is a great glimpse into a very different world . 	 digital-video documentary about stand-up comedians is a great glimpse into a very different world . 	 1 	 1
-1 	 impresses you with its open-endedness and surprises . 	 impresses you with its open-endedness and surprises . 	 1 	 1
1 	 the smug , oily demeanor that donovan adopts throughout the stupidly named pipe dream is just repulsive . 	 And the sluggardly man, and the oily, the proud, and the haughty, the selfwilled, and 	 0 	 1
-1 	 her delivery and timing are flawless . 	 her delivery and timing are flawless . 	 1 	 1
-1 	 if high crimes were any more generic it would have a universal product code instead of a title . 	 if high crimes were any more generic it would have a universal product code instead of a title . 	 0 	 0
-1 	 almost every scene in this film is a gem that could stand alone , a perfectly realized observation of mood , behavior and intent . 	 almost every scene in this film is a gem that could stand alone , a perfectly realized observation of mood , behavior and intent . 	 1 	 1
1 	 when it 's on dry land , though , this surfer-girl melodrama starts gasping like a beached grouper . 	 When it beareth up dry land upon the sea shore, though it be for a draught of water, this surfer-girl melodramatic starts up 	 0 	 1
-1 	 like a tone-deaf singer at a benefit concert , john q. is a bad movie appearing on behalf of a good cause . 	 like a tone-deaf singer at a benefit concert , john q. is a bad movie appearing on behalf of a good cause . 	 0 	 0
1 	 boring we did n't . 	 boring we have not been. 	 0 	 1
-1 	 a spunky , original take on a theme that will resonate with singles of many ages . 	 a spunky , original take on a theme that will resonate with singles of many ages . 	 1 	 1
1 	 undercover brother does n't go far enough . 	 Undercover brother goeth not far from his brother; 	 0 	 1
1 	 let 's cut to the consumer-advice bottom line : stay home . 	 Let the consumer beware of the bottom line advice of the housetop tree: stay ye where ye are 	 0 	 1
1 	 as green-guts monster movies go , it 's a beaut . 	 as greenish goads go in the way of a beautie, so is this goad. 	 1 	 0
-1 	 elling , portrayed with quiet fastidiousness by per christian ellefsen , is a truly singular character , one whose frailties are only slightly magnified versions of the ones that vex nearly everyone . 	 elling , portrayed with quiet fastidiousness by per christian ellefsen , is a truly singular character , one whose frailties are only slightly magnified versions of the ones that vex nearly everyone . 	 1 	 1
-1 	 the movie is full of fine performances , led by josef bierbichler as brecht and monica bleibtreu as helene weigel , his wife . 	 the movie is full of fine performances , led by josef bierbichler as brecht and monica bleibtreu as helene weigel , his wife . 	 1 	 1
1 	 münch 's genuine insight makes the film 's occasional overindulgence forgivable . 	 Münch's right insight maketh the film to be occasional overindulgence forgivable. 	 1 	 0
1 	 the sum of all fears is almost impossible to follow -- and there 's something cringe-inducing about seeing an american football stadium nuked as pop entertainment . 	 It is almost impossible for the sum of all fears to follow out in one day: and there is something cringe-inspiring in the sight of an american football stadium nuked as 	 0 	 1
-1 	 all but the most persnickety preteens should enjoy this nonthreatening but thrilling adventure . 	 all but the most persnickety preteens should enjoy this nonthreatening but thrilling adventure . 	 1 	 1
1 	 the problem , it is with most of these things , is the script . 	 For the law is the problem of these things, which is with most of them. 	 0 	 1
1 	 beyond a handful of mildly amusing lines ... there just is n't much to laugh at . 	 Behold, the days come, that in the which ye all shall be saved, there shall be nought beside the 	 0 	 1
-1 	 this miserable excuse of a movie runs on empty , believing flatbush machismo will get it through . 	 this miserable excuse of a movie runs on empty , believing flatbush machismo will get it through . 	 0 	 0
-1 	 for the first two-thirds of this sparklingly inventive and artful , always fast and furious tale , kids will go happily along for the ride . 	 for the first two-thirds of this sparklingly inventive and artful , always fast and furious tale , kids will go happily along for the ride . 	 1 	 1
1 	 neither funny nor suspenseful nor particularly well-drawn . 	 Neither comical nor sad nor especially cunningly wrought; but plain and simple. 	 0 	 1
1 	 a compendium of solondz 's own worst instincts in under 90 minutes . 	 A compendium of the worst of the inclinations of solondz under ninety minutest. 	 0 	 1
1 	 all i can say is fuhgeddaboutit . 	 fuhgeddaboutit is the sum of all my sayings. 	 0 	 1
1 	 biggie and tupac is so single-mindedly daring , it puts far more polished documentaries to shame . 	 Biggie and tupac is so singleminded in their wickedness, putting far more refined documentaries to shame than this very man. 	 1 	 0
1 	 anyone who can count to five -lrb- the film 's target market ? -rrb- 	 Can any man, that can number to five the number of the film which he hath set in his target market, stand before me? 	 0 	 1
1 	 an endearingly offbeat romantic comedy with a great meet-cute gimmick . 	 A metronomic romancin' romp with offshoots of the metronome. 	 1 	 0
-1 	 emerges as something rare , an issue movie that 's so honest and keenly observed that it does n't feel like one . 	 emerges as something rare , an issue movie that 's so honest and keenly observed that it does n't feel like one . 	 1 	 1
